408,1D ,4,21-Jun-2019 16:24:54.490624,Booster
409,94 ,1,21-Jun-2019 16:24:54.490624,Accumulator
410,E9 ,20,21-Jun-2019 16:24:54.490624,Recycler
411,1C ,2,21-Jun-2019 16:24:54.560624,Booster
412,1C ,2,21-Jun-2019 16:24:54.620624,Booster
413,1D ,4,21-Jun-2019 16:24:54.690624,Booster
414,1D ,4,21-Jun-2019 16:24:54.760624,Booster
415,E3 ,6,21-Jun-2019 16:24:54.760624,Recycler
416,A5 ,2,21-Jun-2019 16:24:54.760624,NuMI
417,15 ,2,21-Jun-2019 16:24:54.820624,Booster
418,15 ,2,21-Jun-2019 16:24:54.890624,Booster
419,15 ,2,21-Jun-2019 16:24:54.960624,Booster
420,15 ,2,21-Jun-2019 16:24:55.020624,Booster
421,15 ,2,21-Jun-2019 16:24:55.090624,Booster
422,15 ,2,21-Jun-2019 16:24:55.160624,Booster
423,15 ,2,21-Jun-2019 16:24:55.220624,Booster
424,15 ,2,21-Jun-2019 16:24:55.290624,Booster
425,15 ,2,21-Jun-2019 16:24:55.360624,Booster
426,15 ,2,21-Jun-2019 16:24:55.420624,Booster
427,15 ,2,21-Jun-2019 16:24:55.490624,Booster
428,15 ,2,21-Jun-2019 16:24:55.560624,Booster
429,2A ,9,21-Jun-2019 16:24:55.560624,MI
430,AE ,2,21-Jun-2019 16:24:55.560624,NuMI
431,1D ,4,21-Jun-2019 16:24:55.620624,Booster
432,93 ,1,21-Jun-2019 16:24:55.620624,Accumulator
433,E9 ,20,21-Jun-2019 16:24:55.620624,Recycler
434,1C ,2,21-Jun-2019 16:24:55.690624,Booster
435,1C ,2,21-Jun-2019 16:24:55.760624,Booster
436,1D ,4,21-Jun-2019 16:24:55.820624,Booster
437,1D ,4,21-Jun-2019 16:24:55.890624,Booster
438,94 ,1,21-Jun-2019 16:24:55.890624,Accumulator
439,E9 ,20,21-Jun-2019 16:24:55.890624,Recycler
440,1C ,2,21-Jun-2019 16:24:55.960624,Booster
441,1C ,2,21-Jun-2019 16:24:56.020624,Booster
442,1D ,4,21-Jun-2019 16:24:56.090624,Booster
443,1D ,4,21-Jun-2019 16:24:56.160624,Booster
444,E3 ,6,21-Jun-2019 16:24:56.160624,Recycler
445,A5 ,2,21-Jun-2019 16:24:56.160624,NuMI
446,15 ,2,21-Jun-2019 16:24:56.220624,Booster
447,15 ,2,21-Jun-2019 16:24:56.290624,Booster
448,15 ,2,21-Jun-2019 16:24:56.360624,Booster
449,15 ,2,21-Jun-2019 16:24:56.420624,Booster
450,15 ,2,21-Jun-2019 16:24:56.490624,Booster
451,15 ,2,21-Jun-2019 16:24:56.560624,Booster
452,15 ,2,21-Jun-2019 16:24:56.620624,Booster
453,15 ,2,21-Jun-2019 16:24:56.690624,Booster
454,15 ,2,21-Jun-2019 16:24:56.760624,Booster
455,15 ,2,21-Jun-2019 16:24:56.820624,Booster
456,15 ,2,21-Jun-2019 16:24:56.890624,Booster
457,15 ,2,21-Jun-2019 16:24:56.960624,Booster
458,2A ,9,21-Jun-2019 16:24:56.960624,MI
459,AE ,2,21-Jun-2019 16:24:56.960624,NuMI
460,1D ,4,21-Jun-2019 16:24:57.020624,Booster
